g,i,applied_water_unit,fallow_2018,fallow_2021,fallow_net_2021,applied_shortage_2021,fallow_2022,fallow_net_2022,applied_shortage_2022,year
MER04-RestWA,Fallow,2.5,10.06348,734.99689,724.93341,1812.333525,725.26515,715.2016699999999,1788.0041749999998,2022
MER04-RestWA,Field and Grain,0.438333333,340.87478,942.7379,601.86312,263.81666739937896,901.28909,560.41431,245.64827236319522,2022
MER04-RestWA,Grapes,3.076666667,55.73075,148.29747,92.56672,284.79694189752223,187.26759,131.53684,404.6950111105123,2022
MER04-RestWA,Lettuce,2.57212037,0,0,0,0,0,0,0,2022
MER04-RestWA,Onions and Garlic,2.873397436,0,0,0,0,0,0,0,2022
MER04-RestWA,Orchards,3.903445136,35.72124,98.85812,63.13688,246.45134713821568,86.63556,50.91432,198.7412547567475,2022
MER04-RestWA,Pasture,5.488333333,870.10309,2516.80379,1646.7006999999999,9037.642341284432,2286.18863,1416.08554,7771.949471561305,2022
MER04-RestWA,Pistachios,3.791054648,0,0,0,0,0,0,0,2022
MER04-RestWA,Potatoes,1.987,0,588.19343,588.19343,1168.7403454100001,362.444,362.444,720.176228,2022
MER04-RestWA,Safflower,1.742142857,63.07241,0,-63.07241,-109.8811486,0,-63.07241,-109.8811486,2022
MER04-RestWA,Subtropical,2.5,0,0,0,0,0,0,0,2022
MER04-RestWA,Tomatoes,2.533333333,103.80868,366.75283,262.94415000000004,666.1251799,243.37882,139.57013999999998,353.5776879534765,2022
MER04-RestWA,Truck,0.906666667,24.87467,20.72585,-4.14882,-3.761596801,273.8679,248.99323,225.7538619496644,2022
MER04-RestWA,Walnuts,3.697465346,0,34.32789,34.32789,126.92618367629993,68.17325,68.17325,252.06822939919448,2022
MER04-RestWA,Young Perennial,2.5,445.37872,0,-445.37872,-1113.4468,0,-445.37872,-1113.4468,2022
MOD01-CC-OAK&MID,Alfalfa,4.428333333,34.12617,145.71459,111.58841999999999,494.15071986280384,231.0807,196.95453,872.1803102843486,2022
MOD01-CC-OAK&MID,Almonds,4.058911864,373.78439,913.76562,539.9812300000001,2191.736220784313,620.24552,246.46113000000008,1000.3640045718466,2022
MOD01-CC-OAK&MID,Beans Dry,2.18,0,0,0,0,0,0,0,2022
MOD01-CC-OAK&MID,Berries,2.028759259,0,9.44709,9.44709,19.16587130810631,12.73381,12.73381,25.833834939846792,2022
MOD01-CC-OAK&MID,Corn,1.958333333,111.09467,1116.02321,1004.9285400000001,1967.985057165024,1558.2726,1447.17793,2834.0567791009407,2022
MOD01-CC-OAK&MID,Cucurbits,2,0,160.44722,160.44722,320.89444,122.12815,122.12815,244.2563,2022
MOD01-CC-OAK&MID,Fallow,2.5,0,153.86782,153.86782,384.66954999999996,21.317590000000003,21.317590000000003,53.293975,2022
MOD01-CC-OAK&MID,Field and Grain,0.376666667,25.09838,93.97445,68.87607,25.94331972295869,30.28203,5.18365,1.952508168,2022
MOD01-CC-OAK&MID,Grapes,2.913333333,35.49003,259.81703,224.327,653.5393266,182.10672,146.61669,427.1432901511278,2022
MOD01-CC-OAK&MID,Orchards,3.609857367,0.53739,56.45832,55.92093,201.86658112999132,52.91995,52.38256,189.09357011831952,2022
MOD01-CC-OAK&MID,Pasture,4.898333333,0,250.81041,250.81041,1228.5529915663965,109.6315,109.6315,537.0116307967895,2022
MOD01-CC-OAK&MID,Pistachios,3.820225132,0,0,0,0,0,0,0,2022
MOD01-CC-OAK&MID,Rice,4.5,0,153.24588,153.24588,689.60646,153.24588,153.24588,689.60646,2022
MOD01-CC-OAK&MID,Subtropical,2.5,0,1.37598,1.37598,3.43995,1.90613,1.90613,4.765325000000001,2022
MOD01-CC-OAK&MID,Truck,1.833333333,0,2.09536,2.09536,3.8414933326348795,0,0,0,2022
MOD01-CC-OAK&MID,Walnuts,3.710556576,82.12451,303.51696,221.39245,821.4892112242512,448.07014,365.94563,1357.8619638549628,2022
MOD01-CC-OAK&MID,Young Perennial,2.5,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Alfalfa,4.833333333,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Almonds,4.093077897,6.3172,19.0885,12.7713,52.27392575,191.85807,185.54086999999998,759.4332339871503,2022
MOD02-E&W-WA,Beans Dry,2.06498538,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Corn,2.403333333,0,68.0134,68.0134,163.4588713106622,42.88809,42.88809,103.07437628570396,2022
MOD02-E&W-WA,Cucurbits,2.247693798,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Fallow,2.5,20.40745,0,-20.40745,-51.018625,46.71218,26.304729999999996,65.76182499999999,2022
MOD02-E&W-WA,Field and Grain,0.376666667,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Grapes,2.873333333,71.41737,108.4857,37.06832999999999,106.50966818764387,81.9329,10.515529999999998,30.214622863161487,2022
MOD02-E&W-WA,Orchards,4.151042998,0,6.94211,6.94211,28.81699710684578,0.38229,0.38229,1.586902228,2022
MOD02-E&W-WA,Pasture,5.246666667,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Safflower,2.5,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Subtropical,2.5,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Truck,1.073333333,0,0,0,0,0,0,0,2022
MOD02-E&W-WA,Walnuts,3.727874453,90.28336,9.92542,-80.35794,-299.5643116,70.267,-20.01636,-74.61847709,2022
MOD02-E&W-WA,Young Perennial,2.5,0,0,0,0,0,0,0,2022
NAM01-IDs,Alfalfa,3.666666667,16.175,269.848,253.673,930.1343334,202.12208,185.94708,681.8059600619823,2022
NAM01-IDs,Almonds,3.528359936,278.33335,0,-278.33335,-982.060241,0,-278.33335,-982.060241,2022
NAM01-IDs,Beans Dry,2.103333333,0,115.69043,115.69043,243.33553772810322,0,0,0,2022
NAM01-IDs,Berries,2.5,0,0,0,0,0,0,0,2022
NAM01-IDs,Corn,2.526666667,0,0,0,0,65.85047,65.85047,166.3821875552835,2022
NAM01-IDs,Cucurbits,2.286666667,14.90462,56.95083,42.04621,96.14566688068207,14.90462,0,0,2022
NAM01-IDs,Fallow,2.5,147.47579000000002,136.22759,-11.2482,-28.1205,2241.7577699999997,2094.2819799999997,5235.704949999999,2022
NAM01-IDs,Field and Grain,0.866666667,141.39166,438.15138,296.75972,257.1917574322532,1270.61629,1129.22463,978.6613463764081,2022
NAM01-IDs,Grapes,2.5,0,0,0,0,16.08513,16.08513,40.212824999999995,2022
NAM01-IDs,Onions and Garlic,2.5,0,0,0,0,0,0,0,2022
NAM01-IDs,Orchards,3.710771085,26.56187,157.09847,130.5366,484.3914408,118.25342,91.69155,340.2463524788318,2022
NAM01-IDs,Pasture,4.2,0,64.94515,64.94515,272.76963,169.47656,169.47656,711.801552,2022
NAM01-IDs,Pistachios,4.013457272,0,0,0,0,0,0,0,2022
NAM01-IDs,Rice,4.5,90.21725,11575.5227,11485.30545,51683.87453,17239.4057,17149.188449999998,77171.34802499998,2022
NAM01-IDs,Safflower,1.09,0,0,0,0,0,0,0,2022
NAM01-IDs,Subtropical,2.5,0,25.88578,25.88578,64.71445,28.8965,28.8965,72.24125,2022
NAM01-IDs,Sunflowers,2.363333333,20.8184,17.73866,-3.07974,-7.278452199,85.08236,64.26396,151.87715877857866,2022
NAM01-IDs,Tomatoes,2.83,0,50.91838,50.91838,144.0990154,64.08487,64.08487,181.3601821,2022
NAM01-IDs,Truck,2.28,0,0,0,0,0,0,0,2022
NAM01-IDs,Walnuts,3.490345999,334.83955,401.98693,67.14738,234.36758912633263,522.69661,187.85706,655.6861377549029,2022
NAM01-IDs,Young Perennial,2.5,209.20791,0,-209.20791,-523.019775,0,-209.20791,-523.019775,2022
NAM02-WAs,Alfalfa,3.666666667,156.70521,333.08954,176.38433,646.7425433921281,417.00171,260.29650000000004,954.4205000867656,2022
NAM02-WAs,Almonds,3.438409788,344.53262,0,-344.53262,-1184.644333,19.41447,-325.11815,-1117.889429,2022
NAM02-WAs,Beans Dry,2.103333333,0,0,0,0,0,0,0,2022
NAM02-WAs,Berries,2.5,0,0,0,0,2.52555,2.52555,6.3138749999999995,2022
NAM02-WAs,Corn,2.526666667,137.39853,104.21619,-33.18234,-83.84071241,72.16906,-65.22947,-164.8131276,2022
NAM02-WAs,Cucurbits,2.286666667,0,0,0,0,0,0,0,2022
NAM02-WAs,Fallow,2.5,368.03020000000004,127.80051,-240.22969,-600.574225,657.79896,289.76875999999993,724.4218999999998,2022
NAM02-WAs,Field and Grain,0.866666667,284.81628,263.8751,-20.94118,-18.14902267,598.74266,313.92638,272.06952943797546,2022
NAM02-WAs,Grapes,2.5,0,0,0,0,3.25124,3.25124,8.1281,2022
NAM02-WAs,Orchards,3.617310643,0,23.35751,23.35751,84.49136951697893,23.35751,23.35751,84.49136951697893,2022
NAM02-WAs,Pasture,4.2,213.84991,351.66143,137.81152,578.808384,612.16414,398.31422999999995,1672.919766,2022
NAM02-WAs,Rice,4.5,189.35874,3446.06144,3256.7027,14655.16215,4333.37473,4144.015990000001,18648.071955000003,2022
NAM02-WAs,Subtropical,3.317163553,2.29668,0,-2.29668,-7.618463189,6.71349,4.41681,14.651281152525929,2022
NAM02-WAs,Sunflowers,2.363333333,0,0,0,0,0,0,0,2022
NAM02-WAs,Tomatoes,2.83,0,0,0,0,0,0,0,2022
NAM02-WAs,Truck,2.5,1.47927,1.47927,0,0,1.47927,0,0,2022
NAM02-WAs,Walnuts,3.441215051,177.7424,239.8545,62.1121,213.74109336921708,182.96679,5.22439,17.978249500293888,2022
NAM02-WAs,Young Perennial,2.5,217.70929,0,-217.70929,-544.273225,0,-217.70929,-544.273225,2022
NYB01-CE-IDs,Alfalfa,3.553333333,0,0,0,0,0,0,0,2022
NYB01-CE-IDs,Almonds,2.5,0,0,0,0,0,0,0,2022
NYB01-CE-IDs,Berries,2.5,0,0,0,0,0,0,0,2022
NYB01-CE-IDs,Fallow,2.5,327.90477000000004,141.82367,-186.0811,-465.20275,439.5964,111.69162999999998,279.22907499999997,2022
NYB01-CE-IDs,Field and Grain,0.733333333,0,0,0,0,0,0,0,2022
NYB01-CE-IDs,Grapes,2.506666667,0,0,0,0,0,0,0,2022
NYB01-CE-IDs,Orchards,3.530336022,92.45654,20.41734,-72.0392,-254.3225828,128.70714,36.250600000000006,127.97679899911323,2022
NYB01-CE-IDs,Pasture,3.81,367.43577,6.14836,-361.28741,-1376.505032,32.39986,-335.03591,-1276.486817,2022
NYB01-CE-IDs,Rice,4.5,114.1323,918.89359,804.76129,3621.4258050000003,67.83,-46.3023,-208.36035,2022
NYB01-CE-IDs,Subtropical,2.487573058,2.32085,1.03548,-1.28537,-3.197451782,1.85122,-0.46963,-1.168238935,2022
NYB01-CE-IDs,Truck,2.5,0,0,0,0,0,0,0,2022
NYB01-CE-IDs,Walnuts,3.505165391,200.76481,39.61967,-161.14514,-564.8403677,35.59199,-165.17282,-578.9580522,2022
NYB01-CE-IDs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
NYB02-CW-WAs,Almonds,3.516815658,51.79498,0,-51.79498,-182.1533967,1.34161,-50.45337,-177.4352016,2022
NYB02-CW-WAs,Fallow,2.5,0,0,0,0,0,0,0,2022
NYB02-CW-WAs,Orchards,3.49239296,0,329.00129,329.00129,1149.0017890269185,435.59315,435.59315,1521.262450484224,2022
NYB02-CW-WAs,Pasture,3.81,0,0,0,0,6.48754,6.48754,24.7175274,2022
NYB02-CW-WAs,Pistachios,2.5,0,0,0,0,0,0,0,2022
NYB02-CW-WAs,Rice,4.5,39.1079,27.85186,-11.25604,-50.65218,27.85186,-11.25604,-50.65218,2022
NYB02-CW-WAs,Subtropical,2.453076914,0,0,0,0,0,0,0,2022
NYB02-CW-WAs,Truck,2.5,0,0,0,0,0,0,0,2022
NYB02-CW-WAs,Walnuts,3.484040491,87.67064,87.25345,-0.41719,-1.453506852,229.78865,142.11800999999997,495.1449013403428,2022
NYB02-CW-WAs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
RBF01-FULL,Alfalfa,3.686666667,0,0,0,0,6.44369,6.44369,23.75573713548123,2022
RBF01-FULL,Almonds,3.438503447,0,0,0,0,0,0,0,2022
RBF01-FULL,Beans Dry,2.5,0,0,0,0,8.49489,8.49489,21.237225,2022
RBF01-FULL,Corn,2.236666667,11.42467,224.36944,212.94477,476.2864689709816,149.62869,138.20402,309.1163247794014,2022
RBF01-FULL,Fallow,2.5,0,0,0,0,0,0,0,2022
RBF01-FULL,Field and Grain,1.29,0,0,0,0,117.78283,117.78283,151.93985070000002,2022
RBF01-FULL,Grapes,2.5,0,0,0,0,0,0,0,2022
RBF01-FULL,Orchards,2.699652319,3.93391,2.29446,-1.63945,-4.425944994,6.22837,2.29446,6.1942442598527405,2022
RBF01-FULL,Pasture,4.096666667,160.95142,649.47043,488.51901,2001.2995444628395,248.85232,87.90089999999998,360.1006870293002,2022
RBF01-FULL,Pistachios,3.890573216,0,0,0,0,0,0,0,2022
RBF01-FULL,Rice,4.5,0,44.10582,44.10582,198.47619,0,0,0,2022
RBF01-FULL,Safflower,2.5,0,0,0,0,0,0,0,2022
RBF01-FULL,Subtropical,2.342887065,0,2.72186,2.72186,6.377010586740901,2.72186,2.72186,6.377010586740901,2022
RBF01-FULL,Sunflowers,2.81,0,33.57189,33.57189,94.33701090000001,33.57189,33.57189,94.33701090000001,2022
RBF01-FULL,Truck,2.5,0,0,0,0,0,0,0,2022
RBF01-FULL,Walnuts,3.441266207,4.47569,492.39385,487.91816,1679.0562757896191,348.22493,343.74924,1182.9326432939326,2022
RBF01-FULL,Young Perennial,2.5,0,0,0,0,0,0,0,2022
SAM01-IDs,Alfalfa,3.903333333,0,0,0,0,0,0,0,2022
SAM01-IDs,Almonds,3.630339398,0,0,0,0,0,0,0,2022
SAM01-IDs,Beans Dry,1.963333333,0,0,0,0,0,0,0,2022
SAM01-IDs,Corn,2.086666667,0,0,0,0,24.75205,24.75205,51.64927767491734,2022
SAM01-IDs,Cucurbits,2.38,0,0,0,0,0,0,0,2022
SAM01-IDs,Fallow,2.5,0,0,0,0,0,0,0,2022
SAM01-IDs,Field and Grain,0.936666667,0,0,0,0,0,0,0,2022
SAM01-IDs,Grapes,2.46,0,0,0,0,321.80726,321.80726,791.6458596,2022
SAM01-IDs,Orchards,3.776799365,54.61614,61.89042,7.274279999999997,27.473496084832192,136.23583,81.61968999999999,308.26119336349683,2022
SAM01-IDs,Pasture,4.02,70.21667,113.10815,42.89148,172.42374959999998,121.23524,51.01857000000001,205.09465140000003,2022
SAM01-IDs,Rice,4.5,3.34791,133.65475,130.30684,586.38078,39.61253,36.26462,163.19079,2022
SAM01-IDs,Safflower,1.063333333,0,0,0,0,0,0,0,2022
SAM01-IDs,Subtropical,2.5,0,0,0,0,0,0,0,2022
SAM01-IDs,Tomatoes,2.843333333,0,57.54392,57.54392,163.61654584748536,8.02279,8.02279,22.81146623065907,2022
SAM01-IDs,Truck,2.53,0,0,0,0,0,0,0,2022
SAM01-IDs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
SAM02-WAs,Alfalfa,4.146666667,48.77756,118.3988,69.62124,288.69607522320706,120.47091,71.69335000000001,297.28842469056445,2022
SAM02-WAs,Almonds,3.554749049,0,0,0,0,0,0,0,2022
SAM02-WAs,Beans Dry,2.11,0,0,0,0,0,0,0,2022
SAM02-WAs,Berries,2.788699735,0,0,0,0,2.26593,2.26593,6.318998391,2022
SAM02-WAs,Corn,2.14,2.77681,135.86575,133.08893999999998,284.8103316,277.67605,274.89923999999996,588.2843736,2022
SAM02-WAs,Cucurbits,2.266666667,0,0,0,0,0,0,0,2022
SAM02-WAs,Fallow,2.5,0,101.13456,101.13456,252.83639999999997,64.89209,64.89209,162.230225,2022
SAM02-WAs,Field and Grain,0.901666667,0,58.23086,58.23086,52.50482545274362,69.02488,69.02488,62.237433489674956,2022
SAM02-WAs,Grapes,2.455,1.60841,0,-1.60841,-3.94864655,1.60841,0,0,2022
SAM02-WAs,Orchards,3.518200642,0,0,0,0,0,0,0,2022
SAM02-WAs,Pasture,4.518333333,20.88851,163.46855,142.58004,644.2241473524733,130.82386,109.93535,496.72455638002157,2022
SAM02-WAs,Pistachios,2.5,0,0,0,0,0,0,0,2022
SAM02-WAs,Rice,4.5,0,0,0,0,38.59587,38.59587,173.681415,2022
SAM02-WAs,Safflower,1.636666667,0,0,0,0,0,0,0,2022
SAM02-WAs,Subtropical,2.881966847,0,0,0,0,0,0,0,2022
SAM02-WAs,Tomatoes,2.898333333,0,0,0,0,0,0,0,2022
SAM02-WAs,Truck,2.381666667,0,0,0,0,2.5988,2.5988,6.189475334199601,2022
SAM02-WAs,Walnuts,3.504759783,238.87263,0,-238.87263,-837.1911869,0,-238.87263,-837.1911869,2022
SAM02-WAs,Young Perennial,2.5,11.83582,0,-11.83582,-29.58955,0,-11.83582,-29.58955,2022
SLN01-SE-IDs,Alfalfa,3.903333333,69.59731,143.00202,73.40471,286.5230513421984,848.92173,779.32442,3041.962985806892,2022
SLN01-SE-IDs,Almonds,3.602137791,0,0,0,0,0,0,0,2022
SLN01-SE-IDs,Beans Dry,1.963333333,0,56.03878,56.03878,110.02280471465374,0,0,0,2022
SLN01-SE-IDs,Corn,2.086666667,38.95914,464.86384,425.9047,888.7211408086348,2903.52483,2864.56569,5977.393740754855,2022
SLN01-SE-IDs,Cucurbits,2.5,0,0,0,0,0,0,0,2022
SLN01-SE-IDs,Fallow,2.5,0,0,0,0,0,0,0,2022
SLN01-SE-IDs,Field and Grain,0.936666667,147.72023,73.77702,-73.94321,-69.26014006,0,-147.72023,-138.3646155,2022
SLN01-SE-IDs,Grapes,2.46,318.29839,0,-318.29839,-783.0140394,50.40781,-267.89058,-659.0108268,2022
SLN01-SE-IDs,Orchards,3.747803754,14.07889,54.07966,40.000769999999996,149.91503596889055,152.75328,138.67439,519.7243994256601,2022
SLN01-SE-IDs,Pasture,4.02,0,0,0,0,64.74501,64.74501,260.27494019999995,2022
SLN01-SE-IDs,Potatoes,3.003333333,0,0,0,0,0,0,0,2022
SLN01-SE-IDs,Rice,4.5,0,0,0,0,374.2434,374.2434,1684.0953,2022
SLN01-SE-IDs,Safflower,1.063333333,0,23.31578,23.31578,24.792446058894743,0,0,0,2022
SLN01-SE-IDs,Subtropical,2.5,0,0,0,0,0,0,0,2022
SLN01-SE-IDs,Tomatoes,2.843333333,0,0,0,0,155.14471,155.14471,441.1281253816184,2022
SLN01-SE-IDs,Truck,2.53,38.31234,225.34496,187.03261999999998,473.1925285999999,0,-38.31234,-96.9302202,2022
SLN01-SE-IDs,Walnuts,2.5,0,0,0,0,0,0,0,2022
SLN01-SE-IDs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
SLN02-NC-IDs,Alfalfa,3.718333333,379.98941,1376.13807,996.14866,3704.0127671012833,1981.12811,1601.1387,5953.567398966286,2022
SLN02-NC-IDs,Almonds,3.492703769,663.08813,76.28435,-586.80378,-2049.531774,76.28435,-586.80378,-2049.531774,2022
SLN02-NC-IDs,Beans Dry,1.946666667,0,0,0,0,0,0,0,2022
SLN02-NC-IDs,Berries,2.5,0,0,0,0,0,0,0,2022
SLN02-NC-IDs,Corn,2.055,0,306.42207,306.42207,629.6973538500001,590.46268,590.46268,1213.400807,2022
SLN02-NC-IDs,Cucurbits,2.253333333,0,123.02397,123.02397,277.2140124,30.82832,30.82832,69.46648105639056,2022
SLN02-NC-IDs,Fallow,2.5,0,0,0,0,22.64013,22.64013,56.600325,2022
SLN02-NC-IDs,Field and Grain,0.908333333,66.46894,21.47829,-44.99065,-40.86650707,50.71508,-15.75386,-14.30975616,2022
SLN02-NC-IDs,Grapes,2.55,0,0,0,0,0,0,0,2022
SLN02-NC-IDs,Orchards,3.412687292,1.83319,73.24649,71.41329999999999,243.7112613897836,73.24649,71.41329999999999,243.7112613897836,2022
SLN02-NC-IDs,Pasture,4.073333333,165.66854,85.90596,-79.76258,-324.8995758,533.5098,367.84126000000003,1498.3400656107196,2022
SLN02-NC-IDs,Pistachios,2.5,0,0,0,0,0,0,0,2022
SLN02-NC-IDs,Subtropical,2.866910715,0,0,0,0,0,0,0,2022
SLN02-NC-IDs,Sunflowers,2.165,83.12161,131.76088,48.63926999999998,105.30401954999996,376.2835,293.16188999999997,634.6954918499999,2022
SLN02-NC-IDs,Tomatoes,2.701666667,0,487.32049,487.32049,1316.577523979107,499.2841,499.2841,1348.8992103330947,2022
SLN02-NC-IDs,Truck,2.428333333,0,0,0,0,10.19152,10.19152,24.74840772993616,2022
SLN02-NC-IDs,Walnuts,3.470870529,86.66677,207.53966,120.87289,419.5341516560588,1.72055,-84.94622,-294.8373315,2022
SLN02-NC-IDs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
SLN03-WAs,Alfalfa,3.718333333,0,1246.91518,1246.91518,4636.446277217695,1302.86528,1302.86528,4844.487399032378,2022
SLN03-WAs,Almonds,3.543026869,0.96479,12.53418,11.569389999999999,40.990659627939905,0,-0.96479,-3.418276893,2022
SLN03-WAs,Beans Dry,1.946666667,0,147.19644,147.19644,286.54240324906544,137.41988,137.41988,267.51069977913994,2022
SLN03-WAs,Corn,2.055,624.77293,932.04282,307.26989000000003,631.4396239500002,188.22983,-436.5431,-897.0960705,2022
SLN03-WAs,Cucurbits,2.253333333,0,19.14786,19.14786,43.146511193617386,55.94596,55.94596,126.06489651468468,2022
SLN03-WAs,Fallow,2.5,0,23.61488,23.61488,59.0372,36.70597,36.70597,91.764925,2022
SLN03-WAs,Field and Grain,0.908333333,1285.88405,1583.66088,297.77683,270.4806204840744,855.6708,-430.21325,-390.7770353,2022
SLN03-WAs,Grapes,2.55,0,5.94521,5.94521,15.1602855,5.94521,5.94521,15.1602855,2022
SLN03-WAs,Lettuce,2.57212037,0,0,0,0,0,0,0,2022
SLN03-WAs,Orchards,3.461259001,16.51203,272.27372,255.76169000000002,885.2574516234718,157.07438,140.56234999999998,486.5226991392123,2022
SLN03-WAs,Pasture,4.073333333,170.96293,448.56691,277.60398,1130.7735451074652,509.68823,338.72529999999995,1379.7410552204246,2022
SLN03-WAs,Pistachios,4.033515168,0,0,0,0,0,0,0,2022
SLN03-WAs,Safflower,1.505,229.05797,433.76323,204.70526,308.0814163,878.73249,649.67452,977.7601526,2022
SLN03-WAs,Subtropical,2.5,5.73731,7.36665,1.62934,4.07335,14.2461,8.508790000000001,21.271975000000005,2022
SLN03-WAs,Sunflowers,2.165,0,170.09115,170.09115,368.2473398,480.71801,480.71801,1040.754492,2022
SLN03-WAs,Tomatoes,2.701666667,0,546.04604,546.04604,1475.2343849153485,860.39386,860.39386,2324.497412053465,2022
SLN03-WAs,Truck,2.428333333,0,107.99337,107.99337,262.2439001140022,32.20556,32.20556,78.20583485593147,2022
SLN03-WAs,Walnuts,3.498357106,179.73172,343.93839,164.20667000000003,574.4535708470971,543.69694,363.96522000000004,1273.2803137238534,2022
SLN03-WAs,Young Perennial,2.5,36.98241,7.91332,-29.06909,-72.672725,6.19215,-30.79026,-76.97565,2022
STR01-IDs,Alfalfa,3.385,9.34653,591.41058,582.06405,1970.2868092499998,715.92925,706.58272,2391.782507,2022
STR01-IDs,Almonds,3.546322182,0,0,0,0,0,0,0,2022
STR01-IDs,Beans Dry,2.213333333,401.78011,395.15437,-6.62574,-14.6649712,1609.4021,1207.62199,2672.870004130793,2022
STR01-IDs,Corn,2.331666667,85.53202,191.35952,105.8275,246.75445420194248,974.3295,888.7974800000001,2072.3794578295992,2022
STR01-IDs,Cotton,2.826666667,0,0,0,0,0,0,0,2022
STR01-IDs,Cucurbits,2.483333333,0,482.60669,482.60669,1198.4732800057977,811.78377,811.78377,2015.9296952294055,2022
STR01-IDs,Fallow,2.5,441.28264,109.28225,-332.00039,-830.000975,1679.0589699999998,1237.7763299999997,3094.440824999999,2022
STR01-IDs,Field and Grain,0.859166667,111.59558,115.69551,4.0999300000000005,3.5225231930333103,455.23379,343.63821,295.2424955395461,2022
STR01-IDs,Onions and Garlic,3.008333333,0,0,0,0,0,0,0,2022
STR01-IDs,Orchards,3.42135767,652.06646,404.74926,-247.3172,-846.1605991,686.01216,33.94569999999999,116.14038105851895,2022
STR01-IDs,Pasture,3.879166667,0,181.64375,181.64375,704.6263802688812,187.05153,187.05153,725.6040601873506,2022
STR01-IDs,Pistachios,4.038021705,0,0,0,0,0,0,0,2022
STR01-IDs,Rice,4.5,117.78927,30785.52138,30667.732109999997,138004.79449499998,47588.28693,47470.49766,213617.2395,2022
STR01-IDs,Safflower,1.926666667,0,0,0,0,259.05831,259.05831,499.1190106863528,2022
STR01-IDs,Subtropical,3.185602334,0,0,0,0,22.52495,22.52495,71.75553329,2022
STR01-IDs,Sunflowers,2.4,85.29834,2216.98534,2131.6870000000004,5116.0488000000005,5252.63754,5167.339199999999,12401.614079999998,2022
STR01-IDs,Tomatoes,2.428333333,70.66135,1789.69276,1719.0314099999998,4174.381273376989,3704.23487,3633.57352,8823.527696522142,2022
STR01-IDs,Truck,2.523333333,0,136.58667,136.58667,344.6536972544711,24.62143,24.62143,62.12807502512619,2022
STR01-IDs,Walnuts,3.500157011,276.04897,123.16737,-152.8816,-535.1096041,378.07559,102.02661999999998,357.1091893016328,2022
STR01-IDs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
STR02-WAs,Alfalfa,3.601666667,57.93661,36.3624,-21.57421,-77.70311302,33.15774,-24.77887,-89.24523012,2022
STR02-WAs,Almonds,3.533047218,24.21072,0,-24.21072,-85.53761694,84.60453,60.39381,213.3741824049206,2022
STR02-WAs,Beans Dry,2.195,0,139.24685,139.24685,305.6468358,223.96306,223.96306,491.5989167,2022
STR02-WAs,Berries,2.5,0,0,0,0,0,0,0,2022
STR02-WAs,Corn,2.155,0,137.69551,137.69551,296.7338241,246.10416,246.10416,530.3544648,2022
STR02-WAs,Cucurbits,2.200833333,0,15.69294,15.69294,34.537545444769016,23.14505,23.14505,50.93839753395165,2022
STR02-WAs,Fallow,2.5,139.31697,88.36617,-50.9508,-127.377,449.91511,310.59814000000006,776.4953500000001,2022
STR02-WAs,Field and Grain,0.89,18.54935,0,-18.54935,-16.5089215,187.04952,168.50017,149.9651513,2022
STR02-WAs,Grapes,2.521666667,0,19.97088,19.97088,50.35990240665696,19.97088,19.97088,50.35990240665696,2022
STR02-WAs,Onions and Garlic,2.5,0,0,0,0,0,0,0,2022
STR02-WAs,Orchards,3.158457066,282.60166,987.99123,705.38957,2227.9426716492017,1567.62197,1285.0203099999999,4058.681478,2022
STR02-WAs,Pasture,4.014166667,5.36437,30.76847,25.4041,101.97629142513469,21.38397,16.0196,64.30534434,2022
STR02-WAs,Pistachios,4.019867407,0,0,0,0,0,0,0,2022
STR02-WAs,Rice,4.5,46.57082,1976.94492,1930.3741,8686.68345,1309.40834,1262.83752,5682.768840000001,2022
STR02-WAs,Safflower,2.24,0,0,0,0,0,0,0,2022
STR02-WAs,Subtropical,2.459521872,0,218.71003,218.71003,537.9221024107761,5.87437,5.87437,14.448141499220638,2022
STR02-WAs,Sunflowers,2.415,150.2988,420.85508,270.55628,653.3934162,274.22131,123.92251000000002,299.27286165000004,2022
STR02-WAs,Tomatoes,2.093333333,35.89989,363.30037,327.40048,685.3583380241998,603.60472,567.70483,1188.3954439440984,2022
STR02-WAs,Truck,2.598333333,0,0,0,0,5.04666,5.04666,13.11290489831778,2022
STR02-WAs,Walnuts,3.492906201,289.2671,573.08344,283.81633999999997,991.3438539311242,1196.12741,906.86031,3167.5780002397823,2022
STR02-WAs,Young Perennial,2.5,375.078,0,-375.078,-937.695,0,-375.078,-937.695,2022
SYB01-IDs,Alfalfa,3.553333333,0,29.51568,29.51568,104.87904959016143,0,0,0,2022
SYB01-IDs,Almonds,3.551416382,0,0,0,0,0,0,0,2022
