g,i,year,xwater,omegaland,omegasupply,omegalabor,p,y,xland
39,APPLE,2017,3.366001415,665.6627895,2655.794547,2027.271737,692.224,22.75,2726.644974
39,APPLE,2018,3.346104126,571.2373147,2279.065271,1739.699561,686,19.7,3263.523306
40,APPLE,2008,4.074514581,414.6541255,1654.345388,1262.826468,531.696,18.45,1783.857247
40,APPLE,2009,4.074514581,457.3618226,1824.736268,1392.892484,636.48,17,1781.608314
40,APPLE,2010,4.051410501,500.8702376,1998.321773,1525.397082,640.512,18.5,1656.799519
40,APPLE,2011,4.046639263,616.3674888,2459.121107,1877.143216,796.824,18.3,1660.383242
40,APPLE,2012,4.074514581,776.2306154,3096.926955,2364.005338,842.38,21.8,1660.383242
40,APPLE,2013,4.070326354,636.7088158,2540.276891,1939.092596,780.472,19.3,1674.099242
40,APPLE,2014,4.074514581,579.5597734,2312.269381,1765.045556,566.574,24.2,1657.277719
40,APPLE,2015,4.055286686,649.032176,2589.443396,1976.62331,834.492,18.4,1661.430782
40,APPLE,2016,3.983988604,669.4147242,2670.763639,2038.698229,713.372,22.2,1670.231662
40,APPLE,2017,4.057840422,665.6627895,2655.794547,2027.271737,692.224,22.75,1681.794748
40,APPLE,2018,4.074514581,571.2373147,2279.065271,1739.699561,686,19.7,1685.843474
41,APPLE,2008,4.328585048,414.6541255,1654.345388,1262.826468,531.696,18.45,30572.99584
41,APPLE,2009,4.328585048,457.3618226,1824.736268,1392.892484,636.48,17,30817.06255
41,APPLE,2010,4.311417154,500.8702376,1998.321773,1525.397082,640.512,18.5,30624.42927
41,APPLE,2011,4.325157202,616.3674888,2459.121107,1877.143216,796.824,18.3,33492.75204
41,APPLE,2012,4.289238301,776.2306154,3096.926955,2364.005338,842.38,21.8,33435.85189
41,APPLE,2013,4.311282038,636.7088158,2540.276891,1939.092596,780.472,19.3,33605.49538
41,APPLE,2014,4.328585048,579.5597734,2312.269381,1765.045556,566.574,24.2,36347.25458
41,APPLE,2015,4.328585048,649.032176,2589.443396,1976.62331,834.492,18.4,36319.32703
41,APPLE,2016,4.20469863,669.4147242,2670.763639,2038.698229,713.372,22.2,36297.9333
41,APPLE,2017,4.327478591,665.6627895,2655.794547,2027.271737,692.224,22.75,38773.24789
41,APPLE,2018,4.325556794,571.2373147,2279.065271,1739.699561,686,19.7,38765.13682
42,APPLE,2008,4.316151877,414.6541255,1654.345388,1262.826468,531.696,18.45,495.181469
42,APPLE,2009,4.316151877,457.3618226,1824.736268,1392.892484,636.48,17,449.318195
42,APPLE,2010,4.25168729,500.8702376,1998.321773,1525.397082,640.512,18.5,449.318195
42,APPLE,2011,4.262038652,616.3674888,2459.121107,1877.143216,796.824,18.3,487.75518
42,APPLE,2012,4.230574645,776.2306154,3096.926955,2364.005338,842.38,21.8,487.755165
42,APPLE,2013,4.29814078,636.7088158,2540.276891,1939.092596,780.472,19.3,539.979477
42,APPLE,2014,4.316151877,579.5597734,2312.269381,1765.045556,566.574,24.2,618.579699
42,APPLE,2015,4.316151877,649.032176,2589.443396,1976.62331,834.492,18.4,618.579589
42,APPLE,2016,4.201823286,669.4147242,2670.763639,2038.698229,713.372,22.2,618.579588
42,APPLE,2017,4.294200408,665.6627895,2655.794547,2027.271737,692.224,22.75,652.989328
42,APPLE,2018,4.303774114,571.2373147,2279.065271,1739.699561,686,19.7,652.989328
43,APPLE,2008,4.415639918,414.6541255,1654.345388,1262.826468,531.696,18.45,42.729176
43,APPLE,2009,4.395514575,457.3618226,1824.736268,1392.892484,636.48,17,16.072458
43,APPLE,2010,4.301239088,500.8702376,1998.321773,1525.397082,640.512,18.5,16.072458
43,APPLE,2011,4.371721993,616.3674888,2459.121107,1877.143216,796.824,18.3,16.072458
43,APPLE,2012,4.296323983,776.2306154,3096.926955,2364.005338,842.38,21.8,30.871492
43,APPLE,2013,4.366231674,636.7088158,2540.276891,1939.092596,780.472,19.3,30.871495
44,APPLE,2008,4.043887507,414.6541255,1654.345388,1262.826468,531.696,18.45,9320.630046
44,APPLE,2009,4.043887507,457.3618226,1824.736268,1392.892484,636.48,17,9282.512097
44,APPLE,2010,3.9796222,500.8702376,1998.321773,1525.397082,640.512,18.5,7751.53308
44,APPLE,2011,3.984133934,616.3674888,2459.121107,1877.143216,796.824,18.3,7709.52016
44,APPLE,2012,4.029090577,776.2306154,3096.926955,2364.005338,842.38,21.8,7738.597681
44,APPLE,2013,4.043887507,636.7088158,2540.276891,1939.092596,780.472,19.3,7792.291676
44,APPLE,2014,4.040065055,579.5597734,2312.269381,1765.045556,566.574,24.2,7728.237284
44,APPLE,2015,4.043887507,649.032176,2589.443396,1976.62331,834.492,18.4,7849.16029
44,APPLE,2016,3.933037555,669.4147242,2670.763639,2038.698229,713.372,22.2,7849.160286
44,APPLE,2017,3.996410345,665.6627895,2655.794547,2027.271737,692.224,22.75,7818.497723
44,APPLE,2018,4.032633257,571.2373147,2279.065271,1739.699561,686,19.7,7640.215315
45,APPLE,2008,3.402793136,414.6541255,1654.345388,1262.826468,531.696,18.45,1308.538165
45,APPLE,2009,3.24375855,457.3618226,1824.736268,1392.892484,636.48,17,1025.107258
45,APPLE,2010,2.898754665,500.8702376,1998.321773,1525.397082,640.512,18.5,944.506748
45,APPLE,2011,3.100953912,616.3674888,2459.121107,1877.143216,796.824,18.3,941.40189
45,APPLE,2012,3.22524862,776.2306154,3096.926955,2364.005338,842.38,21.8,921.622188
45,APPLE,2013,3.002651504,636.7088158,2540.276891,1939.092596,780.472,19.3,721.954813
45,APPLE,2014,3.287135093,579.5597734,2312.269381,1765.045556,566.574,24.2,713.456214
45,APPLE,2015,3.368199497,649.032176,2589.443396,1976.62331,834.492,18.4,713.456181
45,APPLE,2016,3.366870633,669.4147242,2670.763639,2038.698229,713.372,22.2,628.625092
45,APPLE,2017,3.217692132,665.6627895,2655.794547,2027.271737,692.224,22.75,628.625094
45,APPLE,2018,3.234063887,571.2373147,2279.065271,1739.699561,686,19.7,628.495859
46,APPLE,2008,3.542610269,414.6541255,1654.345388,1262.826468,531.696,18.45,459.681052
46,APPLE,2009,3.45798287,457.3618226,1824.736268,1392.892484,636.48,17,412.772676
46,APPLE,2010,3.380416606,500.8702376,1998.321773,1525.397082,640.512,18.5,344.801161
46,APPLE,2011,3.443901974,616.3674888,2459.121107,1877.143216,796.824,18.3,344.80116
46,APPLE,2012,3.45798287,776.2306154,3096.926955,2364.005338,842.38,21.8,344.801145
46,APPLE,2013,3.416673184,636.7088158,2540.276891,1939.092596,780.472,19.3,339.073188
46,APPLE,2014,3.441947617,579.5597734,2312.269381,1765.045556,566.574,24.2,284.805781
46,APPLE,2015,3.480369636,649.032176,2589.443396,1976.62331,834.492,18.4,284.805752
46,APPLE,2016,3.45798287,669.4147242,2670.763639,2038.698229,713.372,22.2,236.352435
46,APPLE,2017,3.376784568,665.6627895,2655.794547,2027.271737,692.224,22.75,236.352439
46,APPLE,2018,3.411957526,571.2373147,2279.065271,1739.699561,686,19.7,236.352436
47,APPLE,2008,3.38187914,414.6541255,1654.345388,1262.826468,531.696,18.45,6174.261249
47,APPLE,2009,3.299263171,457.3618226,1824.736268,1392.892484,636.48,17,6125.450898
47,APPLE,2010,3.166699326,500.8702376,1998.321773,1525.397082,640.512,18.5,5250.604446
47,APPLE,2011,3.237572245,616.3674888,2459.121107,1877.143216,796.824,18.3,5238.838345
47,APPLE,2012,3.268841556,776.2306154,3096.926955,2364.005338,842.38,21.8,5237.7523
47,APPLE,2013,3.236906105,636.7088158,2540.276891,1939.092596,780.472,19.3,5237.752338
47,APPLE,2014,3.245364973,579.5597734,2312.269381,1765.045556,566.574,24.2,5330.111125
47,APPLE,2015,3.325449894,649.032176,2589.443396,1976.62331,834.492,18.4,5330.110529
47,APPLE,2016,3.299263171,669.4147242,2670.763639,2038.698229,713.372,22.2,5122.064315
47,APPLE,2017,3.181950944,665.6627895,2655.794547,2027.271737,692.224,22.75,5122.064312
47,APPLE,2018,3.233786184,571.2373147,2279.065271,1739.699561,686,19.7,5122.064311
48,APPLE,2008,3.490678563,414.6541255,1654.345388,1262.826468,531.696,18.45,1991.71188
48,APPLE,2009,3.434773066,457.3618226,1824.736268,1392.892484,636.48,17,1991.71188
48,APPLE,2010,3.350535722,500.8702376,1998.321773,1525.397082,640.512,18.5,1826.645813
48,APPLE,2011,3.375653346,616.3674888,2459.121107,1877.143216,796.824,18.3,1760.01609
48,APPLE,2012,3.402164939,776.2306154,3096.926955,2364.005338,842.38,21.8,1760.01616
48,APPLE,2013,3.413221498,636.7088158,2540.276891,1939.092596,780.472,19.3,1760.01609
48,APPLE,2014,3.387666317,579.5597734,2312.269381,1765.045556,566.574,24.2,1772.837728
48,APPLE,2015,3.489757052,649.032176,2589.443396,1976.62331,834.492,18.4,1772.837614
48,APPLE,2016,3.385841373,669.4147242,2670.763639,2038.698229,713.372,22.2,1775.667815
48,APPLE,2017,3.299564454,665.6627895,2655.794547,2027.271737,692.224,22.75,1753.496289
48,APPLE,2018,3.412916164,571.2373147,2279.065271,1739.699561,686,19.7,1753.496298
49,APPLE,2008,3.495436062,414.6541255,1654.345388,1262.826468,531.696,18.45,13913.67347
49,APPLE,2009,3.489448335,457.3618226,1824.736268,1392.892484,636.48,17,13913.67347
49,APPLE,2010,3.377569814,500.8702376,1998.321773,1525.397082,640.512,18.5,12843.86207
49,APPLE,2011,3.38895189,616.3674888,2459.121107,1877.143216,796.824,18.3,12925.19099
49,APPLE,2012,3.373213627,776.2306154,3096.926955,2364.005338,842.38,21.8,12228.07163
49,APPLE,2013,3.408510815,636.7088158,2540.276891,1939.092596,780.472,19.3,12322.84157
49,APPLE,2014,3.494703797,579.5597734,2312.269381,1765.045556,566.574,24.2,13116.73065
49,APPLE,2015,3.521119648,649.032176,2589.443396,1976.62331,834.492,18.4,13206.83098
49,APPLE,2016,3.400607022,669.4147242,2670.763639,2038.698229,713.372,22.2,13198.91183
49,APPLE,2017,3.383691932,665.6627895,2655.794547,2027.271737,692.224,22.75,13945.4666
49,APPLE,2018,3.468266331,571.2373147,2279.065271,1739.699561,686,19.7,13945.46657
50,APPLE,2008,3.884490091,414.6541255,1654.345388,1262.826468,531.696,18.45,5846.41768
50,APPLE,2009,3.873114059,457.3618226,1824.736268,1392.892484,636.48,17,5846.41768
50,APPLE,2010,3.787344128,500.8702376,1998.321773,1525.397082,640.512,18.5,5641.413304
50,APPLE,2011,3.785404341,616.3674888,2459.121107,1877.143216,796.824,18.3,5667.654466
50,APPLE,2012,3.823347294,776.2306154,3096.926955,2364.005338,842.38,21.8,5670.622084
50,APPLE,2013,3.884490091,636.7088158,2540.276891,1939.092596,780.472,19.3,5713.704521
50,APPLE,2014,3.847388842,579.5597734,2312.269381,1765.045556,566.574,24.2,6056.238233
50,APPLE,2015,3.884490091,649.032176,2589.443396,1976.62331,834.492,18.4,6343.403484
50,APPLE,2016,3.773978894,669.4147242,2670.763639,2038.698229,713.372,22.2,6343.403507
50,APPLE,2017,3.810108083,665.6627895,2655.794547,2027.271737,692.224,22.75,6904.77609
50,APPLE,2018,3.847913116,571.2373147,2279.065271,1739.699561,686,19.7,7049.985088
53,APPLE,2008,4.302173046,414.6541255,1654.345388,1262.826468,531.696,18.45,7.908787
53,APPLE,2009,4.276561702,457.3618226,1824.736268,1392.892484,636.48,17,7.908787
53,APPLE,2010,4.141961737,500.8702376,1998.321773,1525.397082,640.512,18.5,7.908787
53,APPLE,2011,4.230299504,616.3674888,2459.121107,1877.143216,796.824,18.3,7.908787
53,APPLE,2012,4.153776452,776.2306154,3096.926955,2364.005338,842.38,21.8,8.498482
53,APPLE,2013,4.259951696,636.7088158,2540.276891,1939.092596,780.472,19.3,8.498482
53,APPLE,2014,4.295625426,579.5597734,2312.269381,1765.045556,566.574,24.2,8.498482
53,APPLE,2015,4.290698684,649.032176,2589.443396,1976.62331,834.492,18.4,8.49848
53,APPLE,2016,4.16805229,669.4147242,2670.763639,2038.698229,713.372,22.2,8.498479
53,APPLE,2017,4.232916028,665.6627895,2655.794547,2027.271737,692.224,22.75,8.57492
53,APPLE,2018,4.254190166,571.2373147,2279.065271,1739.699561,686,19.7,8.57492
54,APPLE,2008,3.77524175,414.6541255,1654.345388,1262.826468,531.696,18.45,3.159879
54,APPLE,2009,3.674928977,457.3618226,1824.736268,1392.892484,636.48,17,3.159879
54,APPLE,2010,3.477796197,500.8702376,1998.321773,1525.397082,640.512,18.5,3.159879
54,APPLE,2011,3.622326547,616.3674888,2459.121107,1877.143216,796.824,18.3,2.887266
54,APPLE,2012,3.476476874,776.2306154,3096.926955,2364.005338,842.38,21.8,2.887266
54,APPLE,2013,3.576957342,636.7088158,2540.276891,1939.092596,780.472,19.3,2.887266
54,APPLE,2014,3.651647765,579.5597734,2312.269381,1765.045556,566.574,24.2,2.887266
54,APPLE,2015,3.77524175,649.032176,2589.443396,1976.62331,834.492,18.4,2.887266
54,APPLE,2016,3.664044509,669.4147242,2670.763639,2038.698229,713.372,22.2,2.887266
54,APPLE,2017,3.658393152,665.6627895,2655.794547,2027.271737,692.224,22.75,2.887266
54,APPLE,2018,3.623332246,571.2373147,2279.065271,1739.699561,686,19.7,2.887266
55,APPLE,2008,3.755327546,414.6541255,1654.345388,1262.826468,531.696,18.45,50.403157
55,APPLE,2009,3.682994698,457.3618226,1824.736268,1392.892484,636.48,17,150.913763
55,APPLE,2010,3.432368238,500.8702376,1998.321773,1525.397082,640.512,18.5,150.913763
55,APPLE,2011,3.631587697,616.3674888,2459.121107,1877.143216,796.824,18.3,150.913763
55,APPLE,2012,3.293990474,776.2306154,3096.926955,2364.005338,842.38,21.8,150.913771
55,APPLE,2013,3.415801714,636.7088158,2540.276891,1939.092596,780.472,19.3,128.815535
55,APPLE,2014,3.551588184,579.5597734,2312.269381,1765.045556,566.574,24.2,128.815535
55,APPLE,2015,3.809903875,649.032176,2589.443396,1976.62331,834.492,18.4,128.815519
55,APPLE,2016,3.663969518,669.4147242,2670.763639,2038.698229,713.372,22.2,117.965395
55,APPLE,2017,3.639447651,665.6627895,2655.794547,2027.271737,692.224,22.75,118.591256
55,APPLE,2018,3.658226113,571.2373147,2279.065271,1739.699561,686,19.7,118.591256
56,APPLE,2008,3.637078721,414.6541255,1654.345388,1262.826468,531.696,18.45,3.714255
56,APPLE,2009,3.580069208,457.3618226,1824.736268,1392.892484,636.48,17,3.714255
56,APPLE,2010,3.471432534,500.8702376,1998.321773,1525.397082,640.512,18.5,3.714255
56,APPLE,2011,3.520992539,616.3674888,2459.121107,1877.143216,796.824,18.3,3.714255
56,APPLE,2012,3.309776662,776.2306154,3096.926955,2364.005338,842.38,21.8,3.714255
56,APPLE,2013,3.426904624,636.7088158,2540.276891,1939.092596,780.472,19.3,3.714255
56,APPLE,2014,3.481367889,579.5597734,2312.269381,1765.045556,566.574,24.2,3.714255
56,APPLE,2015,3.637078721,649.032176,2589.443396,1976.62331,834.492,18.4,3.714255
56,APPLE,2016,3.523847463,669.4147242,2670.763639,2038.698229,713.372,22.2,3.714255
56,APPLE,2017,3.500849713,665.6627895,2655.794547,2027.271737,692.224,22.75,3.714255
56,APPLE,2018,3.526626314,571.2373147,2279.065271,1739.699561,686,19.7,4.15875
57,APPLE,2010,3.415701107,500.8702376,1998.321773,1525.397082,640.512,18.5,2.523101
57,APPLE,2011,3.59631352,616.3674888,2459.121107,1877.143216,796.824,18.3,2.523101
57,APPLE,2012,3.320305822,776.2306154,3096.926955,2364.005338,842.38,21.8,2.5231
57,APPLE,2013,3.430162692,636.7088158,2540.276891,1939.092596,780.472,19.3,5.947237
57,APPLE,2014,3.536013862,579.5597734,2312.269381,1765.045556,566.574,24.2,5.947237
57,APPLE,2015,3.765607888,649.032176,2589.443396,1976.62331,834.492,18.4,5.947236
57,APPLE,2016,3.643551583,669.4147242,2670.763639,2038.698229,713.372,22.2,7.13475
57,APPLE,2017,3.604248628,665.6627895,2655.794547,2027.271737,692.224,22.75,7.13475
57,APPLE,2018,3.62066649,571.2373147,2279.065271,1739.699561,686,19.7,7.13475
58,APPLE,2008,3.798836137,414.6541255,1654.345388,1262.826468,531.696,18.45,65.679821
58,APPLE,2009,3.752264955,457.3618226,1824.736268,1392.892484,636.48,17,65.679821
58,APPLE,2010,3.527804597,500.8702376,1998.321773,1525.397082,640.512,18.5,65.679821
58,APPLE,2011,3.643821554,616.3674888,2459.121107,1877.143216,796.824,18.3,65.679821
58,APPLE,2012,3.482763814,776.2306154,3096.926955,2364.005338,842.38,21.8,42.331781
58,APPLE,2013,3.659600753,636.7088158,2540.276891,1939.092596,780.472,19.3,63.486433
58,APPLE,2014,3.700531605,579.5597734,2312.269381,1765.045556,566.574,24.2,63.486433
58,APPLE,2015,3.798836137,649.032176,2589.443396,1976.62331,834.492,18.4,61.565942
58,APPLE,2016,3.682188523,669.4147242,2670.763639,2038.698229,713.372,22.2,61.565942
58,APPLE,2017,3.635144994,665.6627895,2655.794547,2027.271737,692.224,22.75,57.556334
58,APPLE,2018,3.682885007,571.2373147,2279.065271,1739.699561,686,19.7,57.556334
59,APPLE,2008,3.866098994,414.6541255,1654.345388,1262.826468,531.696,18.45,7.06359
59,APPLE,2009,3.793218676,457.3618226,1824.736268,1392.892484,636.48,17,7.06359
59,APPLE,2010,3.466327762,500.8702376,1998.321773,1525.397082,640.512,18.5,7.06359
59,APPLE,2011,3.620723436,616.3674888,2459.121107,1877.143216,796.824,18.3,7.06359
59,APPLE,2012,3.320633749,776.2306154,3096.926955,2364.005338,842.38,21.8,7.734301
59,APPLE,2013,3.576127333,636.7088158,2540.276891,1939.092596,780.472,19.3,7.734302
59,APPLE,2014,3.558462211,579.5597734,2312.269381,1765.045556,566.574,24.2,7.734302
59,APPLE,2015,3.8855078,649.032176,2589.443396,1976.62331,834.492,18.4,7.7343
59,APPLE,2016,3.690842891,669.4147242,2670.763639,2038.698229,713.372,22.2,7.7343
59,APPLE,2017,3.722779963,665.6627895,2655.794547,2027.271737,692.224,22.75,8.586906
59,APPLE,2018,3.73647673,571.2373147,2279.065271,1739.699561,686,19.7,8.586906
60,APPLE,2008,3.538786752,414.6541255,1654.345388,1262.826468,531.696,18.45,1.091674
60,APPLE,2009,3.461959545,457.3618226,1824.736268,1392.892484,636.48,17,1.091674
60,APPLE,2010,3.310591822,500.8702376,1998.321773,1525.397082,640.512,18.5,1.091674
60,APPLE,2011,3.350294604,616.3674888,2459.121107,1877.143216,796.824,18.3,1.091674
60,APPLE,2012,3.191494973,776.2306154,3096.926955,2364.005338,842.38,21.8,0.771209
60,APPLE,2013,3.376397037,636.7088158,2540.276891,1939.092596,780.472,19.3,0.771209
60,APPLE,2014,3.404366827,579.5597734,2312.269381,1765.045556,566.574,24.2,0.771209
60,APPLE,2015,3.562687066,649.032176,2589.443396,1976.62331,834.492,18.4,0.771209
60,APPLE,2016,3.426572895,669.4147242,2670.763639,2038.698229,713.372,22.2,0.771209
60,APPLE,2017,3.379097442,665.6627895,2655.794547,2027.271737,692.224,22.75,0.598174
60,APPLE,2018,3.464043852,571.2373147,2279.065271,1739.699561,686,19.7,0.598174
61,APPLE,2008,3.751272484,414.6541255,1654.345388,1262.826468,531.696,18.45,19.269302
61,APPLE,2009,3.715861923,457.3618226,1824.736268,1392.892484,636.48,17,19.269302
61,APPLE,2010,3.471229498,500.8702376,1998.321773,1525.397082,640.512,18.5,19.269302
61,APPLE,2011,3.579822885,616.3674888,2459.121107,1877.143216,796.824,18.3,19.269302
61,APPLE,2012,3.210025055,776.2306154,3096.926955,2364.005338,842.38,21.8,27.832313
61,APPLE,2013,3.52891598,636.7088158,2540.276891,1939.092596,780.472,19.3,27.832314
61,APPLE,2014,3.417007775,579.5597734,2312.269381,1765.045556,566.574,24.2,27.832314
61,APPLE,2015,3.804474849,649.032176,2589.443396,1976.62331,834.492,18.4,28.222734
61,APPLE,2016,3.644125145,669.4147242,2670.763639,2038.698229,713.372,22.2,28.222734
61,APPLE,2017,3.679664539,665.6627895,2655.794547,2027.271737,692.224,22.75,29.365811
61,APPLE,2018,3.592543234,571.2373147,2279.065271,1739.699561,686,19.7,29.365811
62,APPLE,2010,3.478647682,500.8702376,1998.321773,1525.397082,640.512,18.5,0.730437
62,APPLE,2011,3.63541529,616.3674888,2459.121107,1877.143216,796.824,18.3,0.730437
62,APPLE,2012,3.295755363,776.2306154,3096.926955,2364.005338,842.38,21.8,0.730436
62,APPLE,2013,3.55026315,636.7088158,2540.276891,1939.092596,780.472,19.3,0.730437
62,APPLE,2014,3.534744736,579.5597734,2312.269381,1765.045556,566.574,24.2,0.730437
62,APPLE,2015,3.876384583,649.032176,2589.443396,1976.62331,834.492,18.4,0.730436
62,APPLE,2016,3.714017371,669.4147242,2670.763639,2038.698229,713.372,22.2,0.730436
62,APPLE,2017,3.731314879,665.6627895,2655.794547,2027.271737,692.224,22.75,0.731542
62,APPLE,2018,3.690213938,571.2373147,2279.065271,1739.699561,686,19.7,0.731542
1,BEAN,2008,0.651982367,158.5702705,400.3899322,26.9569461,860.508,0.75,60.695838
1,BEAN,2009,1.041351688,132.3681083,334.2294728,22.5025785,669.24,0.805,180.019187
1,BEAN,2010,0.92506516,92.25057505,232.9327016,15.68259783,670.464,0.56,151.848767
1,BEAN,2011,0.95867517,205.1465752,517.9951014,34.87491793,999.936,0.835,151.848767
3,BEAN,2008,0.800831967,158.5702705,400.3899322,26.9569461,860.508,0.75,2625.600097
3,BEAN,2009,1.073221935,132.3681083,334.2294728,22.5025785,669.24,0.805,2558.598123
3,BEAN,2010,0.987233386,92.25057505,232.9327016,15.68259783,670.464,0.56,749.096868
3,BEAN,2011,1.060113804,205.1465752,517.9951014,34.87491793,999.936,0.835,15.317431
3,BEAN,2012,0.860312345,185.173612,467.5633695,31.47951418,908.02,0.83,15.317427
3,BEAN,2013,1.018237519,142.9025407,360.8289146,24.29343203,713.636,0.815,227.37161
3,BEAN,2014,1.068834012,97.13233427,245.2591436,16.5124969,687.528,0.575,227.37161
3,BEAN,2015,1.095241422,77.76234408,196.3499184,13.21959855,620.574,0.51,227.371581
