g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
THE WEST SIDE I.D.,Walnuts,San Joaquin River,40.58453091,1802.497789,1.658526763,4.952669773,765.1413128,247.6334887,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664,892.0443277,1.357428723,892.0443277,0.17,68.61215883,823.4321688,-4.882352941,0.002698778,0.9955348,0.000436613,0.001329808,0.557257651,0.189537923,3.824585794,40.58452948,201.0016041,1.43E-06,0.000175417,3.53E-08,8.73E-07,GOOD,1802.497789,892.0443277
TRANQUILLITY I.D.,Alfalfa,Tulare Lake,126.1995726,279.620574,8.447932227,4.524530937,665.8443229,226.2265468,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255,673.3924221,1.332128283,673.3924221,0.17,79.8460651,593.546357,-4.882352941,0.003706782,0.994087941,0.000986651,0.001218626,3.015187811,0.004260192,172679.0483,126.1995369,570.9932716,3.57E-05,0.000598817,2.83E-07,1.05E-06,GOOD,279.620574,673.3924221
TRANQUILLITY I.D.,Almonds,Tulare Lake,4348.027973,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,0.000574973,435533.1313,4348.027909,18005.33315,6.43E-05,0.013319186,1.48E-08,7.40E-07,GOOD,4875.001978,1930.61234
TRANQUILLITY I.D.,Corn,Tulare Lake,134.5297174,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.024777673,1531.461704,134.5297276,306.786396,-1.02E-05,0.000194724,7.59E-08,6.35E-07,GOOD,161.4386617,830.2803255
TRANQUILLITY I.D.,Cotton,Tulare Lake,444.2174973,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.003310514,81333.8999,444.2174889,1665.504155,8.36E-06,0.001267337,1.88E-08,7.61E-07,GOOD,3710.758752,803.0287273
TRANQUILLITY I.D.,Cucurbits,Tulare Lake,290.3645488,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.068878932,3.10E-05,290.3645521,709.1081339,-3.31E-06,0.000489493,1.14E-08,6.90E-07,GOOD,654.3961754,622.6894345
TRANQUILLITY I.D.,Field and Grain,Tulare Lake,139.8921341,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.009659952,3893.48718,139.8921824,456.2418428,-4.83E-05,0.000548221,3.45E-07,1.20E-06,GOOD,289.315121,79.8460651
TRANQUILLITY I.D.,Grapes,Tulare Lake,101.7355157,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.075610839,24.802041,101.7355154,407.8488485,2.76E-07,0.000286076,2.71E-09,7.01E-07,GOOD,1422.002244,1985.012347
TRANQUILLITY I.D.,Lettuce,Tulare Lake,80.86509392,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.049465101,1996.815053,80.86509491,186.0512887,-9.93E-07,9.60E-05,1.23E-08,5.16E-07,GOOD,1008,3872.65043
TRANQUILLITY I.D.,Onions and Garlic,Tulare Lake,713.6631994,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.003417613,194438.1031,713.6632178,894.6689192,-1.84E-05,0.000599709,2.58E-08,6.70E-07,GOOD,2408.610949,3583.886346
TRANQUILLITY I.D.,Orchards,Tulare Lake,54.61119472,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.140855876,15.80203188,54.61119475,191.257703,-2.67E-08,0.000131595,4.88E-10,6.88E-07,GOOD,2277.681025,2437.865948
TRANQUILLITY I.D.,Pistachios,Tulare Lake,1126.107044,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.002220038,179539.3813,1126.10704,4301.910148,4.36E-06,0.003094978,3.87E-09,7.19E-07,GOOD,5088.640658,2998.21761
TRANQUILLITY I.D.,Truck,Tulare Lake,26.53017565,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.091933971,11066.47453,26.53017598,48.95754898,-3.34E-07,3.06E-05,1.26E-08,6.24E-07,GOOD,1282.087936,10402.85678
TRANQUILLITY I.D.,Tomatoes,Tulare Lake,1224.094447,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.00110396,499986.383,1224.094567,2717.740334,-0.000119569,0.00166844,9.77E-08,6.14E-07,GOOD,97.3922824,2042.950582
Turner Island Water District,Alfalfa,San Joaquin River,506.0371576,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,71.10505265,494.3690943,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.001062441,586042.5574,506.0368315,2092.442514,0.000326122,0.003602065,6.44E-07,1.72E-06,GOOD,290.4258221,565.4741469
Turner Island Water District,Corn,San Joaquin River,604.5573423,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,71.10505265,327.9786068,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.005513676,3237.879382,604.557386,1460.505921,-4.37E-05,0.001399065,7.22E-08,9.58E-07,GOOD,77.55530093,399.0836594
Turner Island Water District,Cotton,San Joaquin River,1300.966186,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,71.10505265,560.7679731,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.001130382,188895.9591,1300.96597,4727.767242,0.000215749,0.005722322,1.66E-07,1.21E-06,GOOD,3399.208415,631.8730258
Turner Island Water District,Cucurbits,San Joaquin River,234.4455684,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,71.10505265,218.4937655,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.085307648,1.17E-05,234.4455721,539.1368674,-3.70E-06,0.0005213,1.58E-08,9.67E-07,GOOD,384.0603914,289.5988182
Turner Island Water District,Onions and Garlic,San Joaquin River,427.9276296,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,71.10505265,1326.957738,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.005699619,45725.52138,427.9276523,633.6840827,-2.27E-05,0.000581493,5.31E-08,9.18E-07,GOOD,1579.216395,1398.06279
Turner Island Water District,Safflower,San Joaquin River,649.6158749,575.1459791,1.245291589,2.40565496,140.0879783,120.282748,80.89587427,303.852797,0.74,50,0.195592287,0.424242424,0.112947658,71.10505265,1.05735237,71.10505265,0.17,71.10505265,0,-4.882352941,0.022621131,0.93616799,0.008664851,0.032546027,0.73599316,0.002080231,17434.31072,649.6162982,1562.750854,-0.000423303,0.000797282,6.52E-07,5.10E-07,GOOD,575.1459791,71.10505265
Turner Island Water District,Sunflowers,San Joaquin River,357.365194,3639.713227,0.60825,2.945560199,458.2915301,147.27801,392.4029709,859.4796422,0.74,50,0.207010582,0.388227513,0.177248677,356.4034172,1.135121501,356.4034172,0.17,71.10505265,285.2983645,-4.882352941,0.026428766,0.932960068,0.012729582,0.027881585,0.354663264,0.00378143,50908.8182,357.3651832,1052.639571,1.08E-05,0.001120919,3.03E-08,1.06E-06,GOOD,3639.713227,356.4034172
Turner Island Water District,Tomatoes,San Joaquin River,2030.29553,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,71.10505265,1508.999679,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.000665593,634568.6917,2030.29565,4831.410296,-0.000120419,0.004512939,5.93E-08,9.34E-07,GOOD,99.69467136,1580.104731
WEST STANISLAUS I.D.,Alfalfa,San Joaquin River,94.44891676,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.00569233,109637.2759,94.44888103,390.5426059,3.57E-05,0.00039298,3.78E-07,1.01E-06,GOOD,290.4258221,565.4741469
WEST STANISLAUS I.D.,Almonds,San Joaquin River,10574.96677,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.000236407,926631.6001,10574.96643,43626.99266,0.000341932,0.027828145,3.23E-08,6.38E-07,GOOD,4775.762292,1679.029036
WEST STANISLAUS I.D.,Beans Dry,San Joaquin River,1609.966299,1593.773361,1.285477627,2.212101358,174.4872303,110.6050679,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516,585.5199417,1.333479076,585.5199417,0.17,68.61215883,516.9077828,-4.882352941,0.10447712,0.733564561,0.020010397,0.141947922,0.991633901,0.000369721,1031201.864,1609.966732,3561.407417,-0.000432972,0.001219073,2.69E-07,3.42E-07,GOOD,1593.773361,585.5199417
WEST STANISLAUS I.D.,Corn,San Joaquin River,139.2448715,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.023938643,749.4806241,139.2448778,336.3916496,-6.31E-06,0.000186009,4.53E-08,5.53E-07,GOOD,77.55530093,399.0836594
WEST STANISLAUS I.D.,Cucurbits,San Joaquin River,459.1491915,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.043558827,2.31E-05,459.149196,1055.871327,-4.50E-06,0.000608229,9.80E-09,5.76E-07,GOOD,384.0603914,289.5988182
WEST STANISLAUS I.D.,Field and Grain,San Joaquin River,135.7932651,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.009951534,3314.720663,135.7932576,396.116367,7.54E-06,0.000523217,5.55E-08,1.32E-06,GOOD,194.8087562,68.61215883
WEST STANISLAUS I.D.,Grapes,San Joaquin River,684.3859498,1686.199914,10.80135885,3.098484515,5693.452831,154.9242258,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,1764.328209,1.054534307,1764.328209,0.17,68.61215883,1695.71605,-4.882352941,0.131318485,0.682024451,0.106553789,0.080103276,8.556948336,0.011239722,299.9944679,684.3859493,2120.558032,4.88E-07,0.001235649,7.13E-10,5.83E-07,GOOD,1686.199914,1764.328209
WEST STANISLAUS I.D.,Onions and Garlic,San Joaquin River,156.6667203,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,68.61215883,1329.450631,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.015568235,16754.34186,156.6667254,231.9954102,-5.06E-06,0.000121709,3.23E-08,5.25E-07,GOOD,1579.216395,1398.06279
WEST STANISLAUS I.D.,Orchards,San Joaquin River,746.1324947,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.010309573,188.0566505,746.1324924,2571.049592,2.28E-06,0.001509501,3.05E-09,5.87E-07,GOOD,4762.917744,2113.315653
WEST STANISLAUS I.D.,Pasture,San Joaquin River,3.62833186,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.540409309,88.25123079,3.628330245,16.6909801,1.61E-06,2.51E-05,4.45E-07,1.51E-06,GOOD,226.9343417,192.6338469
WEST STANISLAUS I.D.,Subtropical,San Joaquin River,591.4351614,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,68.61215883,629.4122983,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,0.013006172,51.77423848,591.435158,1920.664329,3.44E-06,0.001163552,5.81E-09,6.06E-07,GOOD,950.3385633,698.0244571
WEST STANISLAUS I.D.,Walnuts,San Joaquin River,1086.650852,1802.497789,1.658526763,4.952669773,765.1413128,247.6334887,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664,892.0443277,1.357428723,892.0443277,0.17,68.61215883,823.4321688,-4.882352941,0.002698778,0.9955348,0.000436613,0.001329808,0.557257651,0.007078914,102.4032881,1086.65082,5381.819275,3.17E-05,0.003553671,2.92E-08,6.60E-07,GOOD,1802.497789,892.0443277
WEST STANISLAUS I.D.,Tomatoes,San Joaquin River,2040.901358,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.000662135,638858.2471,2040.901434,4856.650379,-7.59E-05,0.002703657,3.72E-08,5.57E-07,GOOD,99.69467136,1580.104731
WESTLANDS W.D.,Alfalfa,Tulare Lake,2418.673947,279.620574,8.447932227,4.524530937,665.8443229,226.2265468,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255,673.3924221,1.332128283,673.3924221,0.17,79.8460651,593.546357,-4.882352941,0.003706782,0.994087941,0.000986651,0.001218626,3.015187811,0.000222285,3309474.879,2418.673798,10943.3631,0.000149078,0.001997463,6.16E-08,1.83E-07,GOOD,279.620574,673.3924221
WESTLANDS W.D.,Almonds,Tulare Lake,104910.3582,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,2.38E-05,10508657.51,104910.3578,434437.6663,0.000404033,0.051139516,3.85E-09,1.18E-07,GOOD,4875.001978,1930.61234
WESTLANDS W.D.,Beans Dry,Tulare Lake,2928.677098,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.000203245,1713504.522,2928.677427,5622.421952,-0.00032898,1.42E-05,1.12E-07,2.52E-09,GOOD,1326.519215,549.5869755
WESTLANDS W.D.,Berries,Tulare Lake,65.53953551,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.061031864,4222.476496,65.53953554,156.8876773,-3.14E-08,1.40E-05,4.79E-10,8.95E-08,GOOD,7027.33636,10856.41414
WESTLANDS W.D.,Corn,Tulare Lake,3752.671116,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.000888256,42719.7218,3752.671148,8557.730442,-3.24E-05,0.000891922,8.63E-09,1.04E-07,GOOD,161.4386617,830.2803255
WESTLANDS W.D.,Cotton,Tulare Lake,7598.193873,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.000193544,1391189.549,7598.193799,28487.91769,7.38E-05,0.003602344,9.72E-09,1.26E-07,GOOD,3710.758752,803.0287273
WESTLANDS W.D.,Cucurbits,Tulare Lake,13518.9166,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.001479408,0.001442589,13518.91662,33014.97834,-1.66E-05,0.003617221,1.23E-09,1.10E-07,GOOD,654.3961754,622.6894345
WESTLANDS W.D.,Field and Grain,Tulare Lake,15765.92702,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,8.57E-05,438798.3293,15765.92694,51418.77695,8.17E-05,0.012870197,5.18E-09,2.50E-07,GOOD,289.315121,79.8460651
WESTLANDS W.D.,Grapes,Tulare Lake,17974.37828,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.00042796,4381.963014,17974.37827,72057.76427,1.43E-05,0.00804748,7.94E-10,1.12E-07,GOOD,1422.002244,1985.012347
WESTLANDS W.D.,Lettuce,Tulare Lake,6274.430813,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.000637508,154935.5512,6274.430822,14435.97462,-8.71E-06,0.001204208,1.39E-09,8.34E-08,GOOD,1008,3872.65043
WESTLANDS W.D.,Onions and Garlic,Tulare Lake,23380.40183,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.000104319,6370008.969,23380.40191,29310.36748,-8.02E-05,0.003116573,3.43E-09,1.06E-07,GOOD,2408.610949,3583.886346
WESTLANDS W.D.,Orchards,Tulare Lake,5223.097245,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.001472748,1511.330224,5223.097244,18292.18649,1.22E-06,0.002025958,2.34E-10,1.11E-07,GOOD,2277.681025,2437.865948
WESTLANDS W.D.,Pasture,Tulare Lake,1112.547108,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.001762428,27752.87162,1112.547027,5304.83737,8.10E-05,0.003398349,7.28E-08,6.41E-07,GOOD,242.4206904,202.3138581
WESTLANDS W.D.,Pistachios,Tulare Lake,90627.30193,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,2.76E-05,14449043.54,90627.30179,346211.0889,0.000142067,0.03948392,1.57E-09,1.14E-07,GOOD,5088.640658,2998.21761
WESTLANDS W.D.,Subtropical,Tulare Lake,4276.455068,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,0.001798758,1742.921905,4276.455067,15431.30293,9.88E-07,0.001709272,2.31E-10,1.11E-07,GOOD,1157.720607,3414.409877
WESTLANDS W.D.,Truck,Tulare Lake,2827.812318,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.000862513,1179559.208,2827.812322,5218.31568,-4.44E-06,0.000562709,1.57E-09,1.08E-07,GOOD,1282.087936,10402.85678
WESTLANDS W.D.,Walnuts,Tulare Lake,489.0253761,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.015729874,54.43127913,489.0253759,1675.360311,2.14E-07,0.000191014,4.38E-10,1.14E-07,GOOD,1793.152974,1101.57564
WESTLANDS W.D.,Tomatoes,Tulare Lake,51092.54684,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,2.64E-05,20868959.71,51092.54742,113435.9746,-0.000577111,0.01141222,1.13E-08,1.01E-07,GOOD,97.3922824,2042.950582
